CityCode;CountryCode;UtcOffset;TimeZoneId;CityName
GKT;US;-05:00;America/New_York;Sevierville
GLA;GB;+00:00;Europe/London;Glasgow
GLB;US;-07:00;America/Phoenix;Globe
GLC;ET;+03:00;Africa/Addis_Ababa;Geladi
GLD;US;-07:00;America/Denver;Goodland
GLE;US;-06:00;America/Chicago;Gainesville
GLF;CR;-06:00;America/Costa_Rica;Golfito
GLG;AU;+10:00;Australia/Brisbane;Glengyle
GLH;US;-06:00;America/Chicago;Greenville
GLI;AU;+10:00;Australia/Sydney;Glen Innes
GLK;SO;+03:00;Africa/Mogadishu;Galcaio
GLL;NO;+01:00;Europe/Oslo;Gol
GLM;AU;+10:00;Australia/Brisbane;Glenormiston
GLN;MA;+01:00;Africa/Casablanca;Guelmime
GLO;GB;+00:00;Europe/London;Gloucester/Cheltenham
GLP;PG;+10:00;Pacific/Port_Moresby;Gulgubip
GLQ;US;-09:00;America/Anchorage;Glenallen
GLR;US;-05:00;America/New_York;Gaylord
GLS;US;-06:00;America/Chicago;Galveston
GLT;AU;+10:00;Australia/Brisbane;Gladstone
GLU;BT;+06:00;Asia/Thimphu;Gelephu
GLV;US;-09:00;America/Anchorage;Golovin
GLW;US;-06:00;America/Chicago;Glasgow
GLX;ID;+09:00;Asia/Jayapura;Galela
GLY;AU;+08:00;Australia/Perth;Mount Goldsworthy
GLZ;NL;+01:00;Europe/Amsterdam;Breda
GMA;CD;+01:00;Africa/Kinshasa;Gemena
GMB;ET;+03:00;Africa/Addis_Ababa;Gambela
GMC;CO;-05:00;America/Bogota;Guerima
GMD;MA;+01:00;Africa/Casablanca;Ben Slimane
GME;BY;+03:00;Europe/Minsk;Gomel
GMI;PG;+10:00;Pacific/Port_Moresby;Gasmata
GMM;CG;+01:00;Africa/Brazzaville;Gamboma
GMN;NZ;+12:00;Pacific/Auckland;Greymouth
GMO;NG;+01:00;Africa/Lagos;Gombe
GMQ;CN;+08:00;Asia/Shanghai;Golog
GMR;PF;-09:00;Pacific/Gambier;Totegegie
GMS;BR;-03:00;America/Araguaina;Guimaraes
GMT;US;-09:00;America/Anchorage;Granite Mountain
GMV;US;-07:00;America/Denver;Monument Valley
GMY;DE;+01:00;Europe/Berlin;Rheindahlen
GMZ;ES;+00:00;Atlantic/Canary;San Sebastian/Gomera
GNA;BY;+03:00;Europe/Minsk;Grodno
GND;GD;-04:00;America/Grenada;Grenada
GNE;BE;+01:00;Europe/Brussels;Gent
GNF;US;-08:00;America/Los_Angeles;Quincy
GNG;US;-07:00;America/Denver;Gooding
GNI;TW;+08:00;Asia/Taipei;Lyndao (Green Island)
GNJ;AZ;+04:00;Asia/Baku;Ganja
GNM;BR;-03:00;America/Araguaina;Guanambi
GNN;ET;+03:00;Africa/Addis_Ababa;Ginir
GNO;FR;+01:00;Europe/Paris;Grenoble Routiere
GNR;AR;-03:00;America/Argentina/Buenos_Aires;General Roca
GNS;ID;+07:00;Asia/Pontianak;Gunung Sitoli
GNT;US;-07:00;America/Denver;Grants
GNU;US;-09:00;America/Anchorage;Goodnews Bay
GNV;US;-05:00;America/New_York;Gainesville
GNZ;BW;+02:00;Africa/Gaborone;Ghanzi
GOA;IT;+01:00;Europe/Rome;Genoa
GOB;ET;+03:00;Africa/Addis_Ababa;Goba
GOC;PG;+10:00;Pacific/Port_Moresby;Gora
GOE;PG;+10:00;Pacific/Port_Moresby;Gonalia
GOG;NA;+02:00;Africa/Windhoek;Gobabis
GOH;GL;-03:00;America/Godthab;Nuuk
GOI;IN;+05:30;Asia/Kolkata;Goa
GOJ;RU;+03:00;Europe/Moscow;Nizhny Novgorod
GOK;US;-06:00;America/Chicago;Guthrie
GOL;US;-08:00;America/Los_Angeles;Gold Beach
GOM;CD;+02:00;Africa/Lubumbashi;Goma
GON;US;-05:00;America/New_York;Groton/New London
GOO;AU;+10:00;Australia/Brisbane;Goondiwindi
GOP;IN;+05:30;Asia/Kolkata;Gorakhpur
GOQ;CN;+08:00;Asia/Shanghai;Golmud
GOR;ET;+03:00;Africa/Addis_Ababa;Gore
GOS;AU;+10:00;Australia/Sydney;Gosford
GOT;SE;+01:00;Europe/Stockholm;Goteborg
GOU;CM;+01:00;Africa/Douala;Garoua
GOV;AU;+09:30;Australia/Darwin;Nhulunbuy
GOX;IN;+05:30;Asia/Kolkata;Pernem
GOY;LK;+05:30;Asia/Colombo;Gal Oya
GOZ;BG;+02:00;Europe/Sofia;Gorna Oryahovitsa
GPA;GR;+02:00;Europe/Athens;Patrai
GPB;BR;-03:00;America/Araguaina;Guarapuava
GPD;AU;+10:00;Australia/Brisbane;Mount Gordon Mine
GPI;CO;-05:00;America/Bogota;Guapi
GPL;CR;-06:00;America/Costa_Rica;Guapiles
GPN;AU;+09:30;Australia/Darwin;Garden Point
GPO;AR;-03:00;America/Argentina/Buenos_Aires;General Pico
GPS;EC;-06:00;Pacific/Galapagos;Baltra Island
GPT;US;-06:00;America/Chicago;Gulfport/Biloxi
GPZ;US;-06:00;America/Chicago;Grand Rapids
GQJ;GB;+00:00;Europe/London;Machrihanish
GQQ;US;-05:00;America/New_York;Galion
GRA;CO;-05:00;America/Bogota;Gamarra
GRB;US;-06:00;America/Chicago;Green Bay
GRC;LR;+00:00;Africa/Monrovia;Grand Cess
GRD;US;-05:00;America/New_York;Greenwood
GRE;US;-06:00;America/Chicago;Greenville
GRG;AF;+04:30;Asia/Kabul;Gardez
GRH;PG;+10:00;Pacific/Port_Moresby;Garuahi
GRI;US;-06:00;America/Chicago;Grand Island
GRJ;ZA;+02:00;Africa/Johannesburg;George
GRL;PG;+10:00;Pacific/Port_Moresby;Garasa
GRM;US;-06:00;America/Chicago;Grand Marais
GRN;US;-07:00;America/Denver;Gordon
GRO;ES;+01:00;Europe/Madrid;Girona
GRP;BR;-03:00;America/Araguaina;Gurupi
GRQ;NL;+01:00;Europe/Amsterdam;Groningen
GRR;US;-05:00;America/New_York;Grand Rapids
GRS;IT;+01:00;Europe/Rome;Grosseto
GRT;PK;+05:00;Asia/Karachi;Gujrat
GRV;RU;+03:00;Europe/Moscow;Grozny
GRW;PT;-01:00;Atlantic/Azores;Graciosa Island
GRX;ES;+01:00;Europe/Madrid;Granada
GRY;IS;+00:00;Atlantic/Reykjavik;Grimsey
GRZ;AT;+01:00;Europe/Vienna;Graz
GSA;MY;+08:00;Asia/Kuching;Long Pasia
GSB;US;-05:00;America/New_York;Goldsboro
GSC;AU;+08:00;Australia/Perth;Gascoyne Junction
GSH;US;-05:00;America/New_York;Goshen
GSI;GF;-03:00;America/Cayenne;Grand Santi
GSJ;GT;-06:00;America/Guatemala;Puerto San Jose
GSL;CA;-07:00;America/Whitehorse;Taltheilei Narrows
GSM;IR;+03:30;Asia/Tehran;Gheshm Island
GSN;AU;+09:30;Australia/Adelaide;Mount Gunson
GSO;US;-05:00;America/New_York;Greensboro/High Point
GSP;US;-05:00;America/New_York;Greenville/Spartanburg
GSQ;EG;+02:00;Africa/Cairo;Shark El-Owainat
GSR;SO;+03:00;Africa/Mogadishu;Gardo
GSS;ZA;+02:00;Africa/Johannesburg;Sabie
GST;US;-09:00;America/Anchorage;Gustavus
GSU;SD;+02:00;Africa/Khartoum;Gedaref
GSY;GB;+00:00;Europe/London;Grimsby Town
GTA;SB;+11:00;Pacific/Guadalcanal;Gatokae
GTB;MY;+08:00;Asia/Kuching;Genting
GTC;TZ;+03:00;Africa/Dar_es_Salaam;Geita
GTE;AU;+09:30;Australia/Darwin;Groote Eylandt
GTF;US;-07:00;America/Denver;Great Falls
GTG;US;-06:00;America/Chicago;Grantsburg
GTI;DE;+01:00;Europe/Berlin;Guettin
GTK;MY;+08:00;Asia/Kuching;Sungei Tekai
GTO;ID;+08:00;Asia/Makassar;Gorontalo
GTP;US;-08:00;America/Los_Angeles;Grants Pass
GTS;AU;+09:30;Australia/Darwin;The Granites
GTT;AU;+10:00;Australia/Brisbane;Georgetown
GTW;CZ;+01:00;Europe/Prague;Zlin
GTY;US;-05:00;America/New_York;Gettysburg
GTZ;TZ;+03:00;Africa/Dar_es_Salaam;Grumeti
GUA;GT;-06:00;America/Guatemala;Guatemala City
GUB;MX;-07:00;America/Mazatlan;Guerrero Negro
GUC;US;-07:00;America/Denver;Gunnison
GUD;ML;+00:00;Africa/Bamako;Goundam
GUE;PG;+10:00;Pacific/Port_Moresby;Guriaso
GUF;US;-06:00;America/Chicago;Gulf Shores
GUG;PG;+10:00;Pacific/Port_Moresby;Guari
GUH;AU;+10:00;Australia/Sydney;Gunnedah
GUI;VE;-04:00;America/Caracas;Guiria
GUJ;BR;-03:00;America/Araguaina;Guaratingueta
GUL;AU;+10:00;Australia/Sydney;Goulburn
GUM;GU;+10:00;Pacific/Guam;Guam
GUO;SO;+03:00;Africa/Mogadishu;Guriel
GUP;US;-07:00;America/Denver;Gallup
GUQ;VE;-04:00;America/Caracas;Guanare
GUR;PG;+10:00;Pacific/Port_Moresby;Alotau
GUS;US;-05:00;America/New_York;Peru
GUT;DE;+01:00;Europe/Berlin;Guetersloh
GUU;IS;+00:00;Atlantic/Reykjavik;Grundarfjordur
GUV;PG;+10:00;Pacific/Port_Moresby;Mougulu
GUW;KZ;+05:00;Asia/Qyzylorda;Atyrau
GUX;IN;+05:30;Asia/Kolkata;Guna
GUY;US;-06:00;America/Chicago;Guymon
GUZ;BR;-03:00;America/Araguaina;Guarapari
GVA;CH;+01:00;Europe/Zurich;Geneva
GVE;US;-05:00;America/New_York;Gordonsville
GVI;PG;+10:00;Pacific/Port_Moresby;Green River
GVL;US;-05:00;America/New_York;Gainesville
GVN;RU;+10:00;Asia/Vladivostok;Sovetskaya Gavan
GVP;AU;+10:00;Australia/Brisbane;Greenvale
GVR;BR;-03:00;America/Araguaina;Governador Valadares
GVT;US;-06:00;America/Chicago;Greenville
GVW;US;-06:00;America/Chicago;Grandview
GVX;SE;+01:00;Europe/Stockholm;Gavle
GWA;MM;+06:30;Asia/Yangon;Gwa
GWD;PK;+05:00;Asia/Karachi;Gwadar
GWE;ZW;+02:00;Africa/Harare;Gweru
GWL;IN;+05:30;Asia/Kolkata;Gwalior
GWN;PG;+10:00;Pacific/Port_Moresby;Gnarowein
GWO;US;-06:00;America/Chicago;Greenwood
GWS;US;-07:00;America/Denver;Glenwood Springs
GWT;DE;+01:00;Europe/Berlin;Westerland
GWV;US;-05:00;America/New_York;Glendale
GWY;IE;+00:00;Europe/Dublin;Galway
GXA;ID;+07:00;Asia/Pontianak;Muara Teweh
GXF;YE;+03:00;Asia/Aden;Sayun
GXG;AO;+01:00;Africa/Luanda;Negage
GXH;CN;+08:00;Asia/Shanghai;Xiahe
GXQ;CL;-04:00;America/Santiago;Coyhaique
GXX;CM;+01:00;Africa/Douala;Yagoua
GXY;US;-07:00;America/Denver;Greeley
GYA;BO;-04:00;America/La_Paz;Guayaramerin
GYB;AU;+08:00;Australia/Perth;Wodgina
GYE;EC;-05:00;America/Guayaquil;Guayaquil
GYG;RU;+09:00;Asia/Yakutsk;Magan
GYI;RW;+02:00;Africa/Kigali;Gisenyi
GYL;AU;+08:00;Australia/Perth;Argyle
GYM;MX;-07:00;America/Mazatlan;Guaymas
GYN;BR;-03:00;America/Araguaina;Goiania
GYO;ID;+07:00;Asia/Pontianak;Blangkejeren
GYP;AU;+10:00;Australia/Brisbane;Gympie
GYR;US;-07:00;America/Phoenix;Goodyear
GYS;CN;+08:00;Asia/Shanghai;Guangyuan
GYU;CN;+08:00;Asia/Shanghai;Guyuan
GYZ;AU;+08:00;Australia/Perth;Gruyere
GZA;PS;+02:00;Asia/Hebron;Gaza
GZG;CN;+08:00;Asia/Shanghai;Ganzi
GZI;AF;+04:30;Asia/Kabul;Ghazni
GZM;MT;+01:00;Europe/Malta;Gozo Heliport
GZO;SB;+11:00;Pacific/Guadalcanal;Gizo
GZP;TR;+03:00;Europe/Istanbul;Gazipasa
GZT;TR;+03:00;Europe/Istanbul;Gaziantep
GZW;IR;+03:30;Asia/Tehran;Ghazvin
HAA;NO;+01:00;Europe/Oslo;Hasvik
HAB;US;-06:00;America/Chicago;Hamilton
HAC;JP;+09:00;Asia/Tokyo;Hachijojima
HAD;SE;+01:00;Europe/Stockholm;Halmstad
HAE;US;-07:00;America/Phoenix;Havasupai
HAF;US;-08:00;America/Los_Angeles;Half Moon Bay
HAG;NL;+01:00;Europe/Amsterdam;The Hague
HAI;US;-05:00;America/New_York;Three Rivers
HAJ;DE;+01:00;Europe/Berlin;Hannover
HAK;CN;+08:00;Asia/Shanghai;Haikou
HAL;NA;+02:00;Africa/Windhoek;Halali
HAM;DE;+01:00;Europe/Berlin;Hamburg
HAN;VN;+07:00;Asia/Ho_Chi_Minh;Hanoi
HAO;US;-05:00;America/New_York;Hamilton
HAP;AU;+10:00;Australia/Brisbane;Long Island/Happy Bay
HAQ;MV;+05:00;Indian/Maldives;Hanimaadhoo Island
HAR;US;-05:00;America/New_York;Harrisburg
HAS;SA;+03:00;Asia/Riyadh;Hail
HAT;AU;+10:00;Australia/Brisbane;Heathlands
HAU;NO;+01:00;Europe/Oslo;Haugesund
HAV;CU;-05:00;America/Havana;Havana
HAW;GB;+00:00;Europe/London;Haverfordwest
HAY;US;-09:00;America/Anchorage;Haycock
HAZ;PG;+10:00;Pacific/Port_Moresby;Hatzfeldthaven
HBA;AU;+10:00;Australia/Hobart;Hobart
HBC;US;-09:00;America/Anchorage;Hanus Bay
HBD;PG;+10:00;Pacific/Port_Moresby;Habi
HBG;US;-06:00;America/Chicago;Hattiesburg/Laurel
HBH;US;-09:00;America/Anchorage;Entrance Island
HBI;BS;-05:00;America/Nassau;Harbour Island
HBK;US;-07:00;America/Phoenix;Holbrook
HBL;ZA;+02:00;Africa/Johannesburg;Babelegi
HBM;CN;+08:00;Asia/Shanghai;Macheng North
HBN;VN;+07:00;Asia/Ho_Chi_Minh;Phu-Bon
HBO;US;-06:00;America/Chicago;Humboldt
HBQ;CN;+08:00;Asia/Shanghai;Qilian
HBR;US;-06:00;America/Chicago;Hobart
HBU;MN;+08:00;Asia/Ulaanbaatar;Bulgan (Khovd)
HBX;IN;+05:30;Asia/Kolkata;Hubli
HCA;US;-06:00;America/Chicago;Big Spring
HCB;US;-09:00;America/Anchorage;Shoal Cove
HCC;US;-05:00;America/New_York;Hudson
HCJ;CN;+08:00;Asia/Shanghai;Hechi
HCM;SO;+03:00;Africa/Mogadishu;Eil
HCN;TW;+08:00;Asia/Taipei;Hengchun
HCQ;AU;+08:00;Australia/Perth;Halls Creek
HCR;US;-09:00;America/Anchorage;Holy Cross
HCW;US;-05:00;America/New_York;Cheraw
HDA;US;-09:00;America/Anchorage;Hidden Falls
HDB;DE;+01:00;Europe/Berlin;Heidelberg
HDD;PK;+05:00;Asia/Karachi;Hyderabad
HDE;US;-06:00;America/Chicago;Holdrege
HDF;DE;+01:00;Europe/Berlin;Heringsdorf
HDG;CN;+08:00;Asia/Shanghai;Handan
HDH;US;-10:00;Pacific/Honolulu;Mokuleia
HDK;MV;+05:00;Indian/Maldives;Kulhudhuffushi
HDM;IR;+03:30;Asia/Tehran;Hamadan
HDN;US;-07:00;America/Denver;Hayden
HDR;IR;+03:30;Asia/Tehran;Havadarya
HDS;ZA;+02:00;Africa/Johannesburg;Hoedspruit
HDY;TH;+07:00;Asia/Bangkok;Hat Yai
HEA;AF;+04:30;Asia/Kabul;Herat
HEB;MM;+06:30;Asia/Yangon;Hinthada
HED;US;-09:00;America/Anchorage;Herendeen Bay
HEE;US;-06:00;America/Chicago;Helena-West Helena
HEH;MM;+06:30;Asia/Yangon;Heho
HEI;DE;+01:00;Europe/Berlin;Heide/Buesum
HEK;CN;+08:00;Asia/Shanghai;Heihe
HEL;FI;+02:00;Europe/Helsinki;Helsinki
HEO;PG;+10:00;Pacific/Port_Moresby;Haelogo
HER;GR;+02:00;Europe/Athens;Irakleion
HES;US;-08:00;America/Los_Angeles;Hermiston
HET;CN;+08:00;Asia/Shanghai;Hohhot
HEV;ES;+01:00;Europe/Madrid;Huelva
HEW;CN;+08:00;Asia/Shanghai;Dongyang
HEZ;US;-06:00;America/Chicago;Natchez
HFA;IL;+02:00;Asia/Jerusalem;Haifa
HFD;US;-05:00;America/New_York;Hartford
HFE;CN;+08:00;Asia/Shanghai;Hefei
HFF;US;-05:00;America/New_York;Camp Mackall
HFH;GB;+00:00;Europe/London;Hereford
HFN;IS;+00:00;Atlantic/Reykjavik;Hornafjordur
HFS;SE;+01:00;Europe/Stockholm;Hagfors
HFT;NO;+01:00;Europe/Oslo;Hammerfest
HGA;SO;+03:00;Africa/Mogadishu;Hargeisa
HGD;AU;+10:00;Australia/Brisbane;Hughenden
HGE;VE;-04:00;America/Caracas;Higuerote
HGH;CN;+08:00;Asia/Shanghai;Hangzhou
HGI;IN;+05:30;Asia/Kolkata;Itanagar
HGL;DE;+01:00;Europe/Berlin;Helgoland
HGN;TH;+07:00;Asia/Bangkok;Mae Hong Son
HGO;CI;+00:00;Africa/Abidjan;Korhogo
HGR;US;-05:00;America/New_York;Hagerstown
HGT;US;-08:00;America/Los_Angeles;Fort Hunter Liggett
HGU;PG;+10:00;Pacific/Port_Moresby;Mount Hagen
HGZ;US;-09:00;America/Anchorage;Hogatza
HHA;CN;+08:00;Asia/Shanghai;Huanghua
HHE;JP;+09:00;Asia/Tokyo;Hachinohe
HHH;US;-05:00;America/New_York;Hilton Head Island
HHI;US;-10:00;Pacific/Honolulu;Wahiawa
HHQ;TH;+07:00;Asia/Bangkok;Hua Hin
HHR;US;-08:00;America/Los_Angeles;Hawthorne
HHZ;PF;-10:00;Pacific/Tahiti;Hikueru
HIA;CN;+08:00;Asia/Shanghai;Huai'an
HIB;US;-06:00;America/Chicago;Hibbing/Chisholm
HID;AU;+10:00;Australia/Brisbane;Horn Island
HIE;US;-05:00;America/New_York;Whitefield
HIG;AU;+10:00;Australia/Brisbane;Highbury
HIH;AU;+10:00;Australia/Brisbane;Hook Island
HII;US;-07:00;America/Phoenix;Lake Havasu City
HIJ;JP;+09:00;Asia/Tokyo;Hiroshima
HIL;ET;+03:00;Africa/Addis_Ababa;Shilabo
HIM;LK;+05:30;Asia/Colombo;Hingurakgoda
HIN;KR;+09:00;Asia/Seoul;Jinju
HIO;US;-08:00;America/Los_Angeles;Portland
HIP;AU;+10:00;Australia/Brisbane;Headingly
HIR;SB;+11:00;Pacific/Guadalcanal;Honiara
HIS;AU;+10:00;Australia/Brisbane;Hayman Island
HIT;PG;+10:00;Pacific/Port_Moresby;Hivaro
HIX;PF;-09:30;Pacific/Marquesas;Hiva Oa
HJJ;CN;+08:00;Asia/Shanghai;Huaihua
HJR;IN;+05:30;Asia/Kolkata;Khajuraho
HJT;MN;+08:00;Asia/Ulaanbaatar;Khujirt
HKB;US;-09:00;America/Anchorage;Healy Lake
HKC;CN;+08:00;Asia/Shanghai;Hong Kong China Ferry Terminal
HKD;JP;+09:00;Asia/Tokyo;Hakodate
HKG;CN;+08:00;Asia/Shanghai;Hong Kong
HKK;NZ;+12:00;Pacific/Auckland;Hokitika
HKN;PG;+10:00;Pacific/Port_Moresby;Hoskins
HKT;TH;+07:00;Asia/Bangkok;Phuket
HKV;BG;+02:00;Europe/Sofia;Haskovo
HKY;US;-05:00;America/New_York;Hickory
HLB;US;-05:00;America/New_York;Batesville
HLC;US;-06:00;America/Chicago;Hill City
HLD;CN;+08:00;Asia/Shanghai;Hailar
HLE;SH;+00:00;Atlantic/St_Helena;Jamestown
HLF;SE;+01:00;Europe/Stockholm;Hultsfred/Vimmerby
HLG;US;-05:00;America/New_York;Wheeling
HLH;CN;+08:00;Asia/Shanghai;Ulanhot
HLI;US;-08:00;America/Los_Angeles;Hollister
HLJ;LT;+02:00;Europe/Vilnius;Shauliaj
HLL;AU;+08:00;Australia/Perth;Hillside
HLM;US;-05:00;America/New_York;Holland
HLN;US;-07:00;America/Denver;Helena
HLS;AU;+10:00;Australia/Hobart;St Helens
HLT;AU;+10:00;Australia/Sydney;Hamilton
HLU;NC;+11:00;Pacific/Noumea;Houailou
HLV;AU;+10:00;Australia/Brisbane;Helenvale
HLW;ZA;+02:00;Africa/Johannesburg;Hluhluwe
HLY;GB;+00:00;Europe/London;Holyhead
HLZ;NZ;+12:00;Pacific/Auckland;Hamilton
HMA;RU;+05:00;Asia/Yekaterinburg;Khanty-Mansiysk
HMB;EG;+02:00;Africa/Cairo;Sohag
HME;DZ;+01:00;Africa/Algiers;Hassi Messaoud
HMG;AU;+09:30;Australia/Darwin;Hermannsburg
HMI;CN;+08:00;Asia/Shanghai;Hami
HMJ;UA;+02:00;Europe/Zaporozhye;Khmelnytskyi
HMO;MX;-07:00;America/Mazatlan;Hermosillo
HMR;NO;+01:00;Europe/Oslo;Hamar
HMS;US;-09:00;America/Anchorage;Homeshore
HMT;US;-08:00;America/Los_Angeles;Hemet
HMV;SE;+01:00;Europe/Stockholm;Hemavan/Tarnaby
HMY;KR;+09:00;Asia/Seoul;Seosan
HNA;JP;+09:00;Asia/Tokyo;Hanamaki
HNB;US;-05:00;America/New_York;Huntingburg
HNC;US;-05:00;America/New_York;Hatteras
HNE;US;-09:00;America/Anchorage;Tahneta
HNG;NC;+11:00;Pacific/Noumea;Hienghene
HNH;US;-09:00;America/Anchorage;Hoonah
HNI;PG;+10:00;Pacific/Port_Moresby;Heiweni
HNK;AU;+10:00;Australia/Brisbane;Hinchinbrook Island
HNL;US;-10:00;Pacific/Honolulu;Honolulu
HNM;US;-10:00;Pacific/Honolulu;Hana
HNN;PG;+10:00;Pacific/Port_Moresby;Honinabi
HNO;ME;+01:00;Europe/Podgorica;Herceg-Novi
HNS;US;-09:00;America/Anchorage;Haines
HNX;US;-07:00;America/Denver;Hanna
HNY;CN;+08:00;Asia/Shanghai;Hengyang
HOA;KE;+03:00;Africa/Nairobi;Hola
HOB;US;-07:00;America/Denver;Hobbs
HOC;PG;+10:00;Pacific/Port_Moresby;Komako
HOD;YE;+03:00;Asia/Aden;Hodeidah
HOE;LA;+07:00;Asia/Vientiane;Houeisay
HOF;SA;+03:00;Asia/Riyadh;Hofuf
HOG;CU;-05:00;America/Havana;Holguin
HOH;AT;+01:00;Europe/Vienna;Hohenems/Dornbirn
HOI;PF;-10:00;Pacific/Tahiti;Hao
HOK;AU;+09:30;Australia/Darwin;Lajamanu
HOL;US;-09:00;America/Anchorage;Holikachuk
HOM;US;-09:00;America/Anchorage;Homer
HON;US;-06:00;America/Chicago;Huron
HOO;VN;+07:00;Asia/Ho_Chi_Minh;Quanduc
HOP;US;-06:00;America/Chicago;Hopkinsville
HOQ;DE;+01:00;Europe/Berlin;Hof
HOR;PT;-01:00;Atlantic/Azores;Horta
HOS;AR;-03:00;America/Argentina/Buenos_Aires;Chos Malal
HOT;US;-06:00;America/Chicago;Hot Springs
HOU;US;-06:00;America/Chicago;Houston
HOV;NO;+01:00;Europe/Oslo;Orsta/Volda
HOW;PA;-05:00;America/Panama;Fort Kobbe
HOX;MM;+06:30;Asia/Yangon;Homalin
HOY;GB;+00:00;Europe/London;Hoy
HPA;TO;+13:00;Pacific/Tongatapu;Ha'apai
HPB;US;-09:00;America/Anchorage;Hooper Bay
HPE;AU;+10:00;Australia/Brisbane;Hopevale
HPG;CN;+08:00;Asia/Shanghai;Shennongjia
HPH;VN;+07:00;Asia/Ho_Chi_Minh;Haiphong
HPN;US;-05:00;America/New_York;White Plains
HPP;KH;+07:00;Asia/Phnom_Penh;Poipet
HPT;US;-06:00;America/Chicago;Hampton
HPY;US;-06:00;America/Chicago;Baytown
HQL;CN;+08:00;Asia/Shanghai;Tashikuergan
HQM;US;-08:00;America/Los_Angeles;Hoquiam/Aberdeen
HRA;PK;+05:00;Asia/Karachi;Mansehra
HRB;CN;+08:00;Asia/Shanghai;Harbin
HRC;KZ;+06:00;Asia/Almaty;Zhayrem
HRD;NO;+01:00;Europe/Oslo;Harstad
HRE;ZW;+02:00;Africa/Harare;Harare
HRF;MV;+05:00;Indian/Maldives;Hoarafushi
HRG;EG;+02:00;Africa/Cairo;Hurghada
HRI;LK;+05:30;Asia/Colombo;Hambantota
HRJ;NP;+05:45;Asia/Kathmandu;Chaurjhari
HRK;UA;+02:00;Europe/Zaporozhye;Kharkiv
HRL;US;-06:00;America/Chicago;Harlingen
HRM;DZ;+01:00;Africa/Algiers;Hassi R'mel
HRN;AU;+10:00;Australia/Brisbane;Heron Island
HRO;US;-06:00;America/Chicago;Harrison
HRR;CO;-05:00;America/Bogota;La Herrera
HRS;ZA;+02:00;Africa/Johannesburg;Harrismith
HRT;GB;+00:00;Europe/London;Harrogate
HRY;AU;+09:30;Australia/Darwin;Henbury
HRZ;BR;-03:00;America/Araguaina;Horizontina
HSA;KZ;+06:00;Asia/Almaty;Turkistan
HSB;US;-06:00;America/Chicago;Harrisburg
HSC;CN;+08:00;Asia/Shanghai;Shaoguan
HSD;CN;+08:00;Asia/Shanghai;Huangshi
HSF;CN;+08:00;Asia/Shanghai;Suifenhe
HSG;JP;+09:00;Asia/Tokyo;Saga
HSI;US;-06:00;America/Chicago;Hastings
HSK;ES;+01:00;Europe/Madrid;Huesca
HSL;US;-09:00;America/Anchorage;Huslia
HSM;AU;+10:00;Australia/Sydney;Horsham
HSN;CN;+08:00;Asia/Shanghai;Zhoushan
HSP;US;-05:00;America/New_York;Hot Springs
HSQ;CN;+08:00;Asia/Shanghai;Huangshi
HSS;IN;+05:30;Asia/Kolkata;Hisar
HST;US;-05:00;America/New_York;Homestead
HSV;US;-06:00;America/Chicago;Huntsville
HSZ;TW;+08:00;Asia/Taipei;Hsinchu
HTA;RU;+09:00;Asia/Yakutsk;Chita
HTB;GP;-04:00;America/Guadeloupe;Terre-De-Bas
HTF;GB;+00:00;Europe/London;Hatfield
HTG;RU;+07:00;Asia/Tomsk;Khatanga
HTH;US;-08:00;America/Los_Angeles;Hawthorne
HTI;AU;+10:00;Australia/Brisbane;Hamilton Island
HTL;US;-05:00;America/New_York;Houghton Lake
HTM;MN;+08:00;Asia/Ulaanbaatar;Khatgal
HTN;CN;+08:00;Asia/Shanghai;Hotan
HTO;US;-05:00;America/New_York;East Hampton
HTR;JP;+09:00;Asia/Tokyo;Hateruma
HTS;US;-05:00;America/New_York;Huntington/Ashland Ky
HTT;CN;+08:00;Asia/Shanghai;Huatugou
HTU;AU;+10:00;Australia/Sydney;Hopetoun
HTV;US;-06:00;America/Chicago;Huntsville
HTW;US;-05:00;America/New_York;Chesapeake
HTY;TR;+03:00;Europe/Istanbul;Hatay
HTZ;CO;-05:00;America/Bogota;Hato Corozal
HUB;AU;+09:30;Australia/Darwin;Humbert River
HUC;PR;-04:00;America/Puerto_Rico;Humacao
HUD;US;-06:00;America/Chicago;Humboldt
HUE;ET;+03:00;Africa/Addis_Ababa;Humera
HUF;US;-05:00;America/New_York;Terre Haute
HUG;GT;-06:00;America/Guatemala;Huehuetenango
HUH;PF;-10:00;Pacific/Tahiti;Huahine
HUI;VN;+07:00;Asia/Ho_Chi_Minh;Hue
HUJ;US;-06:00;America/Chicago;Hugo
HUK;BW;+02:00;Africa/Gaborone;Hukuntsi
HUL;US;-05:00;America/New_York;Houlton
HUM;US;-06:00;America/Chicago;Houma
HUN;TW;+08:00;Asia/Taipei;Hualien
HUO;CN;+08:00;Asia/Shanghai;Houlinguole
HUQ;LY;+02:00;Africa/Tripoli;Hon
HUS;US;-09:00;America/Anchorage;Hughes
HUT;US;-06:00;America/Chicago;Hutchinson
HUU;PE;-05:00;America/Lima;Huanuco
HUV;SE;+01:00;Europe/Stockholm;Hudiksvall
HUW;BR;-04:00;America/Porto_Velho;Humaita
HUX;MX;-06:00;America/Mexico_City;Huatulco
HUY;GB;+00:00;Europe/London;Humberside
HUZ;CN;+08:00;Asia/Shanghai;Huizhou
