AirportCode;CityCode;CountryCode;LocationType;UtcOffset;TimeZoneId;Latitude;Longitude;AirportName
AMZ;AMZ;NZ;Airport;+12:00;Pacific/Auckland;-37.0333;174.9694;Ardmore
ANA;MRE;KE;Airport;+03:00;Africa/Nairobi;-1.2717;34.9553;Masai Mara Angama Mara
ANB;ANB;US;Airport;-06:00;America/Chicago;33.5883;-85.8583;Anniston Regional
ANC;ANC;US;Airport;-09:00;America/Anchorage;61.1744;-149.9964;Anchorage
AND;AND;US;Airport;-05:00;America/New_York;34.5;-82.7167;Anderson Regional
ANE;ANE;FR;Airport;+01:00;Europe/Paris;47.5603;-0.3122;Angers Marce
ANF;ANF;CL;Airport;-04:00;America/Santiago;-23.4444;-70.445;Antofagasta
ANG;ANG;FR;Airport;+01:00;Europe/Paris;45.7294;0.2192;Angouleme Brie-Champniers
ANH;ANH;SB;Airport;+11:00;Pacific/Guadalcanal;-8.9833;160.5;Anuha Island Resort
ANI;ANI;US;Airport;-09:00;America/Anchorage;61.5822;-159.5442;Aniak
ANJ;ANJ;CG;Airport;+01:00;Africa/Brazzaville;-2.85;13.8333;Zanaga
ANK;ANK;TR;Airport;+03:00;Europe/Istanbul;39.9528;32.6861;Ankara Etimesgut Apt
ANL;ANL;AO;Airport;+01:00;Africa/Luanda;-11.5;16.75;Andulo
ANM;ANM;MG;Airport;+03:00;Indian/Antananarivo;-14.9994;50.3203;Antalaha Antsirabato
ANN;ANN;US;Airport;-09:00;America/Anchorage;55.0333;-131.5667;Annette Island
ANO;ANO;MZ;Airport;+02:00;Africa/Maputo;-16.1667;39.9333;Angoche
ANP;ANP;US;Airport;-05:00;America/New_York;38.9833;-76.5;Annapolis Lee
ANQ;ANQ;US;Airport;-05:00;America/New_York;41.6333;-85.0;Angola Tri-State Steuben Co.
ANR;ANR;BE;Airport;+01:00;Europe/Brussels;51.1894;4.4603;Antwerp-Brussels North
ANS;ANS;PE;Airport;-05:00;America/Lima;-13.7064;-73.3503;Andahuaylas
ANT;ANT;AT;Airport;+01:00;Europe/Vienna;47.1208;10.2417;St Anton Heliport
ANU;ANU;AG;Airport;-04:00;America/Antigua;17.1367;-61.7928;Antigua
ANV;ANV;US;Airport;-09:00;America/Anchorage;62.6492;-160.1897;Anvik
ANW;ANW;US;Airport;-06:00;America/Chicago;42.5833;-99.9833;Ainsworth Regional
ANX;ANX;NO;Airport;+01:00;Europe/Oslo;69.2925;16.1442;Andenes Andoya
ANY;ANY;US;Airport;-06:00;America/Chicago;37.15;-98.0333;Anthony Municipal
ANZ;ANZ;AU;Airport;+09:30;Australia/Darwin;-25.0833;132.1667;Angus Downs Station
AOA;AOA;PG;Airport;+10:00;Pacific/Port_Moresby;-9.0333;146.75;Aroa
AOB;AOB;PG;Airport;+10:00;Pacific/Port_Moresby;-4.9167;144.6667;Annanberg
AOC;AOC;DE;Airport;+01:00;Europe/Berlin;50.9819;12.5064;Altenburg Nobitz
AOD;AOD;TD;Airport;+01:00;Africa/Ndjamena;11.4667;19.2833;Abou Deia
AOE;ESK;TR;Airport;+03:00;Europe/Istanbul;39.81;30.5169;Eskisehir Anadolu
AOG;AOG;CN;Airport;+08:00;Asia/Shanghai;41.1056;122.8561;Anshan Teng'ao
AOH;AOH;US;Airport;-05:00;America/New_York;40.7167;-84.0333;Lima Allen County
AOI;AOI;IT;Airport;+01:00;Europe/Rome;43.6167;13.3603;Ancona
AOJ;AOJ;JP;Airport;+09:00;Asia/Tokyo;40.7347;140.6908;Aomorica
AOK;AOK;GR;Airport;+02:00;Europe/Athens;35.4214;27.1461;Karpathos
AOL;AOL;AR;Airport;-03:00;America/Argentina/Buenos_Aires;-29.6833;-57.15;Paso De Los Libres
AOM;AOM;OM;Airport;+04:00;Asia/Muscat;22.4972;57.3833;Adam
AON;AON;PG;Airport;+10:00;Pacific/Port_Moresby;-6.25;145.9667;Arona
AOO;AOO;US;Airport;-05:00;America/New_York;40.2964;-78.32;Altoona Blair County
AOP;AOP;PE;Airport;-05:00;America/Lima;-2.7914;-76.4747;Andoas Alfredo V. Sara Bauer
AOQ;AOQ;GL;Airport;-03:00;America/Godthab;72.8869;-55.5961;Aappilattoq Heliport
AOR;AOR;MY;Airport;+08:00;Asia/Kuching;6.1944;100.4008;Alor Setar
AOS;AOS;US;Airport;-09:00;America/Anchorage;57.4711;-153.8156;Amook Bay Sea Plane Base
AOT;AOT;IT;Airport;+01:00;Europe/Rome;45.7386;7.3681;Aosta
AOU;AOU;LA;Airport;+07:00;Asia/Vientiane;14.82;106.8206;Attapeu
APA;DEN;US;Airport;-07:00;America/Denver;39.5719;-104.8511;Denver Centennial Airport
APB;APB;BO;Airport;-04:00;America/La_Paz;-14.7167;-68.5;Apolo
APC;APC;US;Airport;-08:00;America/Los_Angeles;38.2133;-122.28;Napa County
APE;APE;PE;Airport;-05:00;America/Lima;-15.35;-75.1667;San Juan Aposento
APF;APF;US;Airport;-05:00;America/New_York;26.1533;-81.7753;Naples Municipal
APG;APG;US;Airport;-05:00;America/New_York;39.5167;-76.1667;Aberdeen Phillips Army Air Field
APH;APH;US;Airport;-05:00;America/New_York;38.05;-77.35;Bowling Green A.P. Hill Aaf
API;API;CO;Airport;-05:00;America/Bogota;4.0761;-73.5628;Apiay Luis F. Gomez Nino Ab
APK;APK;PF;Airport;-10:00;Pacific/Tahiti;-15.5736;-146.4153;Apataki
APL;APL;MZ;Airport;+02:00;Africa/Maputo;-15.1056;39.2817;Nampula
APN;APN;US;Airport;-05:00;America/New_York;45.0781;-83.5603;Alpena
APO;APO;CO;Airport;-05:00;America/Bogota;7.8125;-76.7167;Apartado Carepa-A.R. Betancourt
APP;APP;PG;Airport;+10:00;Pacific/Port_Moresby;-8.9833;148.1333;Asapa
APQ;APQ;BR;Airport;-03:00;America/Araguaina;-9.75;-36.65;Arapiraca
APR;APR;PG;Airport;+10:00;Pacific/Port_Moresby;-4.6769;142.5397;April River
APS;APS;BR;Airport;-03:00;America/Araguaina;-16.3628;-48.9275;Anapolis
APT;APT;US;Airport;-06:00;America/Chicago;35.0667;-85.6333;Jasper Marion County
APU;APU;BR;Airport;-03:00;America/Araguaina;-23.55;-51.4833;Apucarana Captain Joao Busse
APV;APV;US;Airport;-08:00;America/Los_Angeles;34.5783;-117.1867;Apple Valley
APW;APW;WS;Airport;+13:00;Pacific/Apia;-13.8297;-171.9972;Apia Faleolo Apt
APX;APX;BR;Airport;-03:00;America/Araguaina;-23.3833;-51.95;Arapongas Alberto Bertelli
APY;APY;BR;Airport;-03:00;America/Araguaina;-9.1;-45.9667;Alto Parnaiba
APZ;APZ;AR;Airport;-03:00;America/Argentina/Buenos_Aires;-38.9167;-70.0833;Zapala
AQA;AQA;BR;Airport;-03:00;America/Araguaina;-21.8119;-48.1331;Araraquara Bartolomeu De Gusmao
AQB;AQB;GT;Airport;-06:00;America/Guatemala;15.01;-91.15;Quiche
AQG;AQG;CN;Airport;+08:00;Asia/Shanghai;30.5825;117.0503;Anqing Tianzhushan
AQI;AQI;SA;Airport;+03:00;Asia/Riyadh;28.3353;46.125;Qaisumah Hafar Al Batin
AQJ;AQJ;JO;Airport;+03:00;Asia/Amman;29.6117;35.0181;Aqaba King Hussein International
AQL;LEI;ES;Bus Station;+01:00;Europe/Madrid;36.8353;-2.4569;Almeria Bus Station
AQM;AQM;BR;Airport;-04:00;America/Porto_Velho;-9.9333;-63.0667;Ariquemes
AQP;AQP;PE;Airport;-05:00;America/Lima;-16.3408;-71.5725;Arequipa Rodriguez Ballon Intl
AQS;AQS;FJ;Airport;+12:00;Pacific/Fiji;-16.75;179.35;Saqani
AQY;AQY;US;Airport;-09:00;America/Anchorage;60.9667;-149.1167;Girdwood
ARA;ARA;US;Airport;-06:00;America/Chicago;30.0428;-91.8853;New Iberia Acadiana Regional
ARB;ARB;US;Airport;-05:00;America/New_York;42.2236;-83.7458;Ann Arbor Municipal
ARC;ARC;US;Airport;-09:00;America/Anchorage;68.1147;-145.5794;Arctic Village
ARD;ARD;ID;Airport;+08:00;Asia/Makassar;-8.1331;124.5969;Alor Mali
ARE;ARE;PR;Airport;-04:00;America/Puerto_Rico;18.45;-66.6667;Arecibo Antonio Juarbe Pol
ARF;ARF;CO;Airport;-05:00;America/Bogota;0.5333;-70.1333;Acaricuara
ARG;ARG;US;Airport;-06:00;America/Chicago;36.1167;-90.9167;Walnut Ridge Regional
ARH;ARH;RU;Airport;+03:00;Europe/Moscow;64.6003;40.7167;Arkhangelsk
ARI;ARI;CL;Airport;-04:00;America/Santiago;-18.3486;-70.3386;Arica
ARJ;ARJ;ID;Airport;+09:00;Asia/Jayapura;-2.9333;140.7833;Arso
ARK;ARK;TZ;Airport;+03:00;Africa/Dar_es_Salaam;-3.3672;36.625;Arusha
ARL;ARL;BF;Airport;+00:00;Africa/Ouagadougou;11.5964;1.4811;Arly
ARM;ARM;AU;Airport;+10:00;Australia/Sydney;-30.5281;151.6172;Armidale
ARN;STO;SE;Airport;+01:00;Europe/Stockholm;59.6519;17.9186;Stockholm
ARO;ARO;CO;Airport;-05:00;America/Bogota;8.8667;-76.4333;Arboletes
ARP;ARP;PG;Airport;+10:00;Pacific/Port_Moresby;-9.9;149.4667;Aragip
ARQ;ARQ;CO;Airport;-05:00;America/Bogota;7.0361;-71.4403;Arauquita El Troncal
ARR;ARR;AR;Airport;-03:00;America/Argentina/Buenos_Aires;-45.1361;-70.8122;Alto Rio Senguer
ARS;ARS;BR;Airport;-03:00;America/Araguaina;-15.9167;-52.25;Aragarcas
ART;ART;US;Airport;-05:00;America/New_York;43.9919;-76.0217;Watertown
ARU;ARU;BR;Airport;-03:00;America/Araguaina;-21.1414;-50.4247;Aracatuba Dario Guarita
ARV;ARV;US;Airport;-06:00;America/Chicago;45.9167;-89.7333;Minocqua/Woodruff Lakeland
ARW;ARW;RO;Airport;+02:00;Europe/Bucharest;46.1767;21.2619;Arad
ARX;ARX;BR;Airport;-03:00;America/Araguaina;-4.5692;-37.8056;Aracati Dragao Do Mar
ARY;ARY;AU;Airport;+10:00;Australia/Sydney;-37.2833;142.9333;Ararat
ARZ;ARZ;AO;Airport;+01:00;Africa/Luanda;-7.2167;12.8667;N'zeto
ASA;ASA;ER;Airport;+03:00;Africa/Asmara;13.0717;42.645;Assab International
ASB;ASB;TM;Airport;+05:00;Asia/Ashgabat;37.9869;58.3608;Ashgabat
ASC;ASC;BO;Airport;-04:00;America/La_Paz;-15.9306;-63.1569;Ascension
ASD;ASD;BS;Airport;-05:00;America/Nassau;24.6983;-77.7956;Andros Town International
ASE;ASE;US;Airport;-07:00;America/Denver;39.2192;-106.8672;Aspen
ASF;ASF;RU;Airport;+04:00;Europe/Volgograd;46.2833;48.0064;Astrakhan
ASG;ASG;NZ;Airport;+12:00;Pacific/Auckland;-43.9;171.7833;Ashburton
ASH;ASH;US;Airport;-05:00;America/New_York;42.7833;-71.5167;Nashua Boire Field
ASI;ASI;SH;Airport;+00:00;Atlantic/St_Helena;-7.9667;-14.4;Ascension Island Raf Station
ASJ;ASJ;JP;Airport;+09:00;Asia/Tokyo;28.4306;129.7125;Amami
ASK;ASK;CI;Airport;+00:00;Africa/Abidjan;6.9039;-5.3656;Yamoussoukro
ASL;ASL;US;Airport;-06:00;America/Chicago;32.55;-94.3667;Marshall Harrison County
ASM;ASM;ER;Airport;+03:00;Africa/Asmara;15.2919;38.9106;Asmara
ASN;ASN;US;Airport;-06:00;America/Chicago;33.4333;-86.1;Talladega Municipal
ASO;ASO;ET;Airport;+03:00;Africa/Addis_Ababa;10.0186;34.5864;Asosa
ASP;ASP;AU;Airport;+09:30;Australia/Darwin;-23.8067;133.9022;Alice Springs
ASQ;ASQ;US;Airport;-08:00;America/Los_Angeles;39.5;-117.0667;Austin
ASR;ASR;TR;Airport;+03:00;Europe/Istanbul;38.7703;35.4956;Kayseri
ASS;ASS;ZA;Airport;+02:00;Africa/Johannesburg;-24.7411;31.5183;Arathusa Safari Lodge
AST;AST;US;Airport;-08:00;America/Los_Angeles;46.1592;-123.8811;Astoria Regional
ASU;ASU;PY;Airport;-04:00;America/Asuncion;-25.2397;-57.5192;Asuncion
ASV;ASV;KE;Airport;+03:00;Africa/Nairobi;-2.645;37.2528;Amboseli
ASW;ASW;EG;Airport;+02:00;Africa/Cairo;23.9644;32.82;Aswan
ASX;ASX;US;Airport;-06:00;America/Chicago;46.55;-90.9167;Ashland John F Kennedy Memorial
ASY;ASY;US;Airport;-06:00;America/Chicago;46.0333;-99.3667;Ashley Municipal
ASZ;ASZ;PG;Airport;+10:00;Pacific/Port_Moresby;-6.0097;150.3686;Asirim
ATA;ATA;PE;Airport;-05:00;America/Lima;-9.3506;-77.5975;Huaraz German Arias Graziani
ATB;ATB;SD;Airport;+02:00;Africa/Khartoum;17.7097;34.0572;Atbara
ATC;ATC;BS;Airport;-05:00;America/Nassau;24.6294;-75.6739;Arthur's Town
ATD;ATD;SB;Airport;+11:00;Pacific/Guadalcanal;-8.8733;161.0114;Atoifi
ATE;ATE;US;Airport;-06:00;America/Chicago;34.2333;-95.6167;Antlers Municipal
ATF;ATF;EC;Airport;-05:00;America/Guayaquil;-1.2;-78.5667;Ambato Chachoan
ATG;ATG;PK;Airport;+05:00;Asia/Karachi;33.9;72.25;Attock
ATH;ATH;GR;Airport;+02:00;Europe/Athens;37.9364;23.9444;Athens
ATI;ATI;UY;Airport;-03:00;America/Montevideo;-30.4167;-56.5167;Artigas
ATJ;ATJ;MG;Airport;+03:00;Indian/Antananarivo;-19.8378;47.0653;Antsirabe
ATK;ATK;US;Airport;-09:00;America/Anchorage;70.4672;-157.4358;Atqasuk E. Burnell Sr Memorial
ATL;ATL;US;Airport;-05:00;America/New_York;33.6367;-84.4281;Atlanta
ATM;ATM;BR;Airport;-03:00;America/Araguaina;-3.2539;-52.2539;Altamira
ATN;ATN;PG;Airport;+10:00;Pacific/Port_Moresby;-3.6667;152.45;Namatanai
ATO;ATO;US;Airport;-05:00;America/New_York;39.3333;-82.1;Athens Ohio University
ATP;ATP;PG;Airport;+10:00;Pacific/Port_Moresby;-3.1333;142.35;Aitape Airstrip
ATQ;ATQ;IN;Airport;+05:30;Asia/Kolkata;31.7097;74.7972;Amritsar
ATR;ATR;MR;Airport;+00:00;Africa/Nouakchott;20.5;-13.05;Atar International
ATS;ATS;US;Airport;-07:00;America/Denver;32.85;-104.4667;Artesia Municipal
ATT;ATT;US;Airport;-09:00;America/Anchorage;60.8669;-162.2739;Atmautluak
ATU;ATU;US;Airport;-10:00;America/Adak;52.8333;173.1833;Attu Island Casco Cove Cgs
ATV;ATV;TD;Airport;+01:00;Africa/Ndjamena;13.2333;18.3167;Ati
ATW;ATW;US;Airport;-06:00;America/Chicago;44.2667;-88.5167;Appleton
ATX;ATX;KZ;Airport;+06:00;Asia/Almaty;51.8833;68.4;Atbasar
ATY;ATY;US;Airport;-06:00;America/Chicago;44.9136;-97.1511;Watertown Regional
ATZ;ATZ;EG;Airport;+02:00;Africa/Cairo;27.0464;31.0119;Asyut
AUA;AUA;AW;Airport;-04:00;America/Aruba;12.5014;-70.0153;Aruba
AUB;MUC;DE;Bus Station;+01:00;Europe/Berlin;48.4025;10.8789;Augsburg Bus Terminal Bieberbachstrasse
AUC;AUC;CO;Airport;-05:00;America/Bogota;7.0689;-70.7369;Arauca Santiago Perez Quiroz
AUD;AUD;AU;Airport;+10:00;Australia/Brisbane;-18.6667;139.9333;Augustus Downs
AUE;AUE;EG;Airport;+02:00;Africa/Cairo;28.9667;33.1833;Abu Rudeis
AUF;AUF;FR;Airport;+01:00;Europe/Paris;47.8464;3.4967;Auxerre Branches
AUG;AUG;US;Airport;-05:00;America/New_York;44.3181;-69.7969;Augusta State
AUH;AUH;AE;Airport;+04:00;Asia/Dubai;24.4331;54.6511;Abu Dhabi
AUI;AUI;PG;Airport;+10:00;Pacific/Port_Moresby;-1.45;143.0667;Aua Island
AUJ;AUJ;PG;Airport;+10:00;Pacific/Port_Moresby;-4.2333;142.8333;Ambunti
AUK;AUK;US;Airport;-09:00;America/Anchorage;62.6789;-164.6508;Alakanuk Municipal
AUL;AUL;MH;Airport;+12:00;Pacific/Majuro;8.3025;171.1614;Aur Island
AUM;AUM;US;Airport;-06:00;America/Chicago;43.6667;-92.9333;Austin Municipal
AUN;AUN;US;Airport;-08:00;America/Los_Angeles;38.9;-121.0667;Auburn Municipal
AUO;AUO;US;Airport;-06:00;America/Chicago;32.6167;-85.4333;Auburn University Regional
AUP;AUP;PG;Airport;+10:00;Pacific/Port_Moresby;-9.9167;149.3333;Agaun
AUQ;AUQ;PF;Airport;-09:30;Pacific/Marquesas;-9.7689;-139.0114;Hiva Oa Atuona
AUR;AUR;FR;Airport;+01:00;Europe/Paris;44.8975;2.4167;Aurillac Tronquires
AUS;AUS;US;Airport;-06:00;America/Chicago;30.1944;-97.67;Austin-Bergstrom
AUT;AUT;TL;Airport;+09:00;Asia/Dili;-8.2667;125.6;Atauro
AUU;AUU;AU;Airport;+10:00;Australia/Brisbane;-13.3539;141.7208;Aurukun
AUV;AUV;PG;Airport;+10:00;Pacific/Port_Moresby;-5.7167;148.4333;Aumo
AUW;AUW;US;Airport;-06:00;America/Chicago;44.9283;-89.6267;Wausau Downtown Apt
AUX;AUX;BR;Airport;-03:00;America/Araguaina;-7.2281;-48.2403;Araguaina Araguaini
AUY;AUY;VU;Airport;+11:00;Pacific/Efate;-20.2494;169.7708;Aneityum
AUZ;AUZ;US;Airport;-06:00;America/Chicago;41.7667;-88.3167;Aurora Municipal
AVA;AVA;CN;Airport;+08:00;Asia/Shanghai;26.2572;105.8728;Anshun Huangguoshu
AVB;AVB;IT;Airport;+01:00;Europe/Rome;46.0319;12.5964;Aviano Air Base
AVF;AVF;FR;Off-Line Point;+01:00;Europe/Paris;46.2;6.7667;Avoriaz Off-Line Point
AVG;AVG;AU;Airport;+09:30;Australia/Darwin;-15.75;129.9167;Auvergne Station
AVI;AVI;CU;Airport;-05:00;America/Havana;22.0269;-78.7897;Ciego De Avila Maximo Gomez
AVJ;AVJ;ES;Bus Station;+01:00;Europe/Madrid;40.6581;-4.6897;Avila Bus Station
AVK;AVK;MN;Airport;+08:00;Asia/Ulaanbaatar;46.2667;102.7833;Arvaikheer
AVL;AVL;US;Airport;-05:00;America/New_York;35.4361;-82.5419;Asheville
AVN;AVN;FR;Airport;+01:00;Europe/Paris;43.9067;4.9019;Avignon Caumont
AVO;AVO;US;Airport;-05:00;America/New_York;27.6;-81.5167;Avon Park Executive
AVP;AVP;US;Airport;-05:00;America/New_York;41.3386;-75.7233;Wilkes-Barre
AVR;AVR;PT;Airport;+00:00;Europe/Lisbon;38.8831;-9.03;Alverca
AVS;AVJ;ES;Rail Station;+01:00;Europe/Madrid;40.6569;-4.6833;Avila Rail Station
AVU;AVU;SB;Airport;+11:00;Pacific/Guadalcanal;-9.8414;160.3836;Avu Avu
AVV;MEL;AU;Airport;+10:00;Australia/Sydney;-38.0394;144.4694;Melbourne Avalon Airport
AVW;TUS;US;Airport;-07:00;America/Phoenix;32.4092;-111.2164;Tucson Marana Regional
AVX;AVX;US;Airport;-08:00;America/Los_Angeles;33.405;-118.4161;Avalon Catalina
AWA;AWA;ET;Airport;+03:00;Africa/Addis_Ababa;7.0675;38.4906;Awasa
AWB;AWB;PG;Airport;+10:00;Pacific/Port_Moresby;-8.0144;142.7511;Awaba
AWD;AWD;VU;Airport;+11:00;Pacific/Efate;-19.2375;169.6011;Aniwa
AWE;AWE;GA;Airport;+01:00;Africa/Libreville;-0.75;9.45;Alowe
AWH;AWH;ET;Airport;+03:00;Africa/Addis_Ababa;8.2667;44.1833;Awareh
AWK;AWK;UM;Airport;+12:00;Pacific/Wake;19.3;166.5833;Wake Island
AWM;AWM;US;Airport;-06:00;America/Chicago;35.1333;-90.1833;West Memphis Municipal
AWN;AWN;AU;Airport;+09:30;Australia/Adelaide;-26.4833;139.3167;Alton Downs
AWP;AWP;AU;Airport;+09:30;Australia/Darwin;-20.3333;137.25;Austral Downs Station
AWR;AWR;PG;Airport;+10:00;Pacific/Port_Moresby;-4.1167;144.85;Awar
AWZ;AWZ;IR;Airport;+03:30;Asia/Tehran;31.3375;48.7603;Ahwaz
AXA;AXA;AI;Airport;-04:00;America/Anguilla;18.2047;-63.055;Anguilla Clayton J. Lloyd Intl
AXB;AXB;US;Airport;-05:00;America/New_York;44.2525;-75.9014;Alexandria Bay Maxson Airfield
AXC;AXC;AU;Airport;+10:00;Australia/Brisbane;-23.0833;145.25;Aramac
AXD;AXD;GR;Airport;+02:00;Europe/Athens;40.8558;25.9564;Alexandroupolis
AXE;AXE;BR;Airport;-03:00;America/Araguaina;-26.8833;-52.3833;Xanxere Joao Winckler
AXF;AXF;CN;Airport;+08:00;Asia/Shanghai;38.8239;105.6261;Alxa Left Banner
AXG;AXG;US;Airport;-06:00;America/Chicago;43.0667;-94.2333;Algona Municipal
AXI;AEI;ES;Bus Station;+01:00;Europe/Madrid;36.1264;-5.4489;Algeciras Bus Station
AXJ;AXJ;JP;Airport;+09:00;Asia/Tokyo;32.4822;130.1589;Amakusa
AXK;AXK;YE;Airport;+03:00;Asia/Aden;14.5522;46.8256;Ataq
AXL;AXL;AU;Airport;+09:30;Australia/Darwin;-19.1167;136.7667;Alexandria Station
AXM;AXM;CO;Airport;-05:00;America/Bogota;4.4528;-75.7664;Armenia
AXN;AXN;US;Airport;-06:00;America/Chicago;45.7833;-95.2667;Alexandria Chandler Field
AXO;ARD;ID;Airport;+08:00;Asia/Makassar;-8.2458;124.2186;Alor Pantar
AXP;AXP;BS;Airport;-05:00;America/Nassau;22.4419;-73.9708;Spring Point
AXR;AXR;PF;Airport;-10:00;Pacific/Tahiti;-15.2483;-146.6167;Arutua
AXS;LTS;US;Airport;-06:00;America/Chicago;34.7028;-99.3333;Altus Quartz Mountain Rgnl
AXT;AXT;JP;Airport;+09:00;Asia/Tokyo;39.6156;140.2186;Akita
AXU;AXU;ET;Airport;+03:00;Africa/Addis_Ababa;14.1467;38.7728;Axum
AXV;AXV;US;Airport;-05:00;America/New_York;40.5667;-84.1833;Wapakoneta Neil Armstrong
AXX;AXX;US;Airport;-07:00;America/Denver;36.4167;-105.2833;Angel Fire
AYA;AYA;CO;Airport;-05:00;America/Bogota;8.3;-75.15;Ayapel El Cebruno
AYC;AYC;CO;Airport;-05:00;America/Bogota;8.6;-73.6167;Ayacucho La Gloria
AYD;AYD;AU;Airport;+09:30;Australia/Darwin;-19.3;135.95;Alroy Downs
AYE;AYE;US;Airport;-05:00;America/New_York;42.5333;-71.6167;Fort Devens Army Air Field Heliport
AYG;AYG;CO;Airport;-05:00;America/Bogota;2.6667;-75.5167;Yaguara Ii
AYH;AYH;GB;Airport;+00:00;Europe/London;52.3667;-0.2667;Alconbury
AYI;AYI;CO;Airport;-05:00;America/Bogota;-0.3833;-72.2667;Yari
AYK;AYK;KZ;Airport;+06:00;Asia/Almaty;50.3167;66.9667;Arkalyk
AYL;AYL;AU;Airport;+09:30;Australia/Darwin;-18.0167;135.55;Anthony Lagoon
AYM;AUH;AE;Airport;+04:00;Asia/Dubai;24.4708;54.6097;Abu Dhabi Yas Island Spb
AYN;AYN;CN;Airport;+08:00;Asia/Shanghai;36.1;114.35;Anyang
AYO;AYO;PY;Airport;-04:00;America/Asuncion;-27.3667;-56.85;Juan De Ayolas
AYP;AYP;PE;Airport;-05:00;America/Lima;-13.1547;-74.2044;Ayacucho Alfredo M. Duarte
AYQ;AYQ;AU;Airport;+09:30;Australia/Darwin;-25.1861;130.9756;Ayers Rock Connellan
AYR;AYR;AU;Airport;+10:00;Australia/Brisbane;-19.6667;147.3667;Ayr
AYS;AYS;US;Airport;-05:00;America/New_York;31.25;-82.4;Waycross Ware County
AYT;AYT;TR;Airport;+03:00;Europe/Istanbul;36.8986;30.8006;Antalya
AYU;AYU;PG;Airport;+10:00;Pacific/Port_Moresby;-6.3333;145.9;Aiyura
AYW;AYW;ID;Airport;+09:00;Asia/Jayapura;-1.2;132.5;Ayawasi
AYX;AYX;PE;Airport;-05:00;America/Lima;-10.7292;-73.7667;Atalaya Gerardo Perez Pine
AYY;AYY;LK;Airport;+05:30;Asia/Colombo;6.855;81.8311;Pottuvil Spb Arugam Bay Spb
AYZ;AYZ;US;Airport;-05:00;America/New_York;40.6667;-73.4167;Amityville Zahns
AZA;PHX;US;Airport;-07:00;America/Phoenix;33.31;-111.6569;Phoenix Williams Gateway
AZB;AZB;PG;Airport;+10:00;Pacific/Port_Moresby;-10.3;149.3333;Amazon Bay
AZD;AZD;IR;Airport;+03:30;Asia/Tehran;31.9011;54.2819;Yazd Shahid Sadooghi
AZG;AZG;MX;Airport;-06:00;America/Mexico_City;19.0833;-102.3833;Apatzingan Pablo L. Sidar
AZI;AUH;AE;Airport;+04:00;Asia/Dubai;24.4278;54.4592;Abu Dhabi Bateen Apt
AZJ;ZUJ;CN;Airport;+08:00;Asia/Shanghai;32.2358;119.7206;Zhenjiang Dalu
AZL;AZL;BR;Airport;-04:00;America/Porto_Velho;-13.4725;-58.8508;Sapezal Fazenda Tucunare
AZM;MFM;CN;Bus Station;+08:00;Asia/Shanghai;22.2156;113.5489;Macau Cz Bus Station
AZN;AZN;UZ;Airport;+05:00;Asia/Tashkent;40.7278;72.2939;Andizhan
AZO;AZO;US;Airport;-05:00;America/New_York;42.235;-85.5519;Kalamazoo
AZP;MEX;MX;Airport;-06:00;America/Mexico_City;19.6;-99.3;Mexico City Atizapan-Jimenez Cantu
AZQ;CHG;CN;Rail Station;+08:00;Asia/Shanghai;23.3817;116.4225;Chaoyang (Guangdong) Railway Station
AZR;AZR;DZ;Airport;+01:00;Africa/Algiers;27.8375;-0.1864;Adrar Touat
AZS;AZS;DO;Airport;-04:00;America/Santo_Domingo;19.2672;-69.7422;Samana El Catey Intl
AZT;AZT;CO;Airport;-05:00;America/Bogota;6.8167;-73.2833;Zapatoca
AZZ;AZZ;AO;Airport;+01:00;Africa/Luanda;-7.8833;13.15;Ambriz
BAA;BAA;PG;Airport;+10:00;Pacific/Port_Moresby;-5.3306;151.0081;Bialla
BAB;MYV;US;Airport;-08:00;America/Los_Angeles;39.1333;-121.3333;Marysville Beale Afb
BAC;BAC;CO;Airport;-05:00;America/Bogota;4.5833;-72.9667;Barranca De Upia Guadalito
BAD;SHV;US;Airport;-06:00;America/Chicago;32.5033;-93.6642;Shreveport Barksdale Afb
BAE;BAE;FR;Airport;+01:00;Europe/Paris;44.3883;6.6103;Barcelonnette St-Pons
BAF;BAF;US;Airport;-05:00;America/New_York;42.1586;-72.7156;Westfield Barnes Regional
BAG;BAG;PH;Airport;+08:00;Asia/Manila;16.375;120.6197;Baguio Loakan
BAH;BAH;BH;Airport;+03:00;Asia/Bahrain;26.2708;50.6336;Bahrain
BAI;BAI;CR;Airport;-06:00;America/Costa_Rica;9.1667;-83.3333;Buenos Aires
BAJ;BAJ;PG;Airport;+10:00;Pacific/Port_Moresby;-4.8833;149.1333;Bali
BAK;BAK;AZ;Airport;+04:00;Asia/Baku;40.4833;50.0667;Baku
BAL;BAL;TR;Airport;+03:00;Europe/Istanbul;37.9289;41.1167;Batman
BAM;BAM;US;Airport;-08:00;America/Los_Angeles;40.6333;-116.9333;Battle Mountain
BAN;BAN;CD;Airport;+02:00;Africa/Lubumbashi;-4.1667;20.3333;Basongo
BAO;BAY;RO;Rail Station;+02:00;Europe/Bucharest;47.6475;23.5525;Baia Mare Rail Station
BAP;BAP;PG;Airport;+10:00;Pacific/Port_Moresby;-10.3333;149.6333;Baibara
BAQ;BAQ;CO;Airport;-05:00;America/Bogota;10.8897;-74.7808;Barranquilla
BAR;QHX;CN;Airport;+08:00;Asia/Shanghai;19.1392;110.4536;Qionghai Bo'ao
